batch,code,strength,size,start,api_code,api_batch,smcc_batch,lactose_batch,starch_batch,api_water,api_total_impurities,api_l_impurity,api_content,api_ps01,api_ps05,api_ps09,lactose_water,lactose_sieve0045,lactose_sieve015,lactose_sieve025,smcc_water,smcc_td,smcc_bd,smcc_ps01,smcc_ps05,smcc_ps09,starch_ph,starch_water,tbl_min_thickness,tbl_max_thickness,fct_min_thickness,fct_max_thickness,tbl_min_weight,tbl_max_weight,tbl_rsd_weight,fct_rsd_weight,tbl_min_hardness,tbl_max_hardness,tbl_av_hardness,fct_min_hardness,fct_max_hardness,fct_av_hardness,tbl_max_diameter,fct_max_diameter,tbl_tensile,fct_tensile,tbl_yield,batch_yield,dissolution_av,dissolution_min,resodual_solvent,impurities_total,impurity_o,impurity_l,tbl_speed_mean,tbl_speed_change,tbl_speed_0_duration,total_waste,startup_waste,weekend,fom_mean,fom_change,SREL_startup_mean,SREL_production_mean,SREL_production_max,main_CompForce mean,main_CompForce_sd,main_CompForce_median,pre_CompForce_mean,tbl_fill_mean,tbl_fill_sd,cyl_height_mean,stiffness_mean,stiffness_max,stiffness_min,ejection_mean,ejection_max,ejection_min,Startup_tbl_fill_maxDifference,Startup_main_CompForce_mean,Startup_tbl_fill_mean,Drug release average (%),Drug release min (%),Residual solvent,Total impurities,Impurity O,Impurity L,Batch Size (tablets),Normalisation factor
137,19,5MG,240000,mar.19,4,110,3,5,3,0,0.11,0,94.4,1.73,52,186.602,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.167,3.2,3.3,3.3,3.4,111.0,114.0,0.63,0.78,51.94,65.66,49,39.0,58.0,59.78,6.1,6.1,1.550431748,1.835893593,97.368,98.106,90.17,87,0.03,0.26,0.05,0.06,100.0,4.583333333,88.75,1164.166667,2740,no,49.96309112,7,5.786666667,4.390610329,7.5,4.057511737,0.052234724,4.1,0.0,5.098556338,0.092991315,1.66,91.69014085,107,77,7.333333333,12,6,0.08,4.453846154,5.136153846,90.17,87.0,0.03,0.26,0.05,0.06,240000,2.4
138,19,5MG,240000,mar.19,4,110,3,5,3,0,0.11,0,94.4,1.73,52,186.602,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.167,3.2,3.3,3.3,3.4,110.0,114.0,0.69,0.86,58.8,68.6,50,41.0,61.0,63.7,6.1,6.1,1.582073212,1.956280058,98.479,98.106,93.5,90,0.03,0.12,0.05,0.06,100.0,2.083333333,100.0,702.5,1656,no,49.96162791,5,9.081818182,4.307067138,7.8,4.056301531,0.051496323,4.1,0.0,5.094464075,0.094510788,1.66,90.85512367,106,76,7.313309776,16,6,0.06,4.25,5.126,93.5,90.0,0.03,0.12,0.05,0.06,240000,2.4
139,19,5MG,240000,mar.19,4,110,3,5,3,0,0.11,0,94.4,1.73,52,186.602,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.167,3.2,3.3,3.3,3.4,111.0,116.0,0.74,0.98,58.8,74.48,52,40.0,63.0,65.66,6.2,6.1,1.618818138,2.016473291,98.479,98.106,91.17,86,0.02,0.18,0.05,0.06,100.0,2.083333333,79.58333333,695.4166667,1637,no,49.96162791,6,7.872727273,4.257597173,7.7,4.157243816,0.051142035,4.2,0.0,5.10623086,0.100022042,1.66,88.9540636,105,75,7.372202591,12,6,0.06,4.16,5.13,91.17,86.0,0.02,0.18,0.05,0.06,240000,2.4
140,19,5MG,240000,mar.19,4,156,3,5,3,0,0.11,0,94.4,1.73,52,186.602,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.167,3.2,3.3,3.3,3.4,112.0,115.0,0.59,0.66,60.76,72.52,52,37.0,60.0,66.64,6.1,6.1,1.645356141,2.046569907,98.485,98.485,92.67,88,0.04,0.11,0.05,0.06,100.0,2.083333333,97.08333333,823.75,1942,no,49.96153846,5,8.05,4.255555556,8.0,4.157092199,0.052086033,4.2,0.0,5.130874704,0.102076388,1.67,87.29078014,103,74,7.372340426,18,6,0.06,4.327272727,5.140909091,92.67,88.0,0.04,0.11,0.05,0.06,240000,2.4
141,19,5MG,240000,mar.19,4,124,3,5,3,0,0.11,0,94.4,1.73,52,186.602,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.167,3.2,3.3,3.3,3.4,112.0,115.0,0.64,0.65,58.8,68.6,52,44.0,61.0,63.7,6.1,6.2,1.645356141,1.924727154,98.864,98.864,94.0,87,0.04,0.14,0.05,0.09,99.93213038,4.166666667,100.0,449.5833333,1010,no,49.96162791,5,13.96666667,4.14653349,8.3,4.158871915,0.051797309,4.2,0.0,5.100940071,0.09807229,1.655992949,86.93301998,103,58,7.316098707,12,2,0.08,4.075,5.1325,94.0,87.0,0.04,0.14,0.05,0.09,240000,2.4
142,12,10M,1920000,mar.19,5,27,3,5,3,1.16,0.19,0.07,94.9,1.54,39.79,170.963,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.167,2.6,2.8,2.8,2.9,111.0,115.0,1.09,1.1,52.92,74.48,51,38.0,69.0,62.72,7.1,7.2,1.634007869,1.913268419,97.534,97.396,91.33,87,0.0,0.25,0.05,0.12,160.0,1.875,51.19791667,868.4895833,10556,no,19.99471635,10,6.844444444,5.189184646,8.1,7.678257215,0.540934449,7.3,0.070692071,3.991017092,0.024517816,1.077901373,210.6590081,228,90,373.4922948,431,151,0.46,8.396296296,4.101481481,91.33,87.0,0.0,0.25,0.05,0.12,1920000,19.2
143,12,10M,1920000,mar.19,5,27,3,5,3,1.16,0.19,0.07,94.9,1.54,39.79,170.963,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.167,2.7,2.8,2.8,2.9,111.0,115.0,1.8,0.99,60.76,70.56,51,36.0,65.0,64.68,7.1,7.2,1.634007869,1.973058057,97.96,97.775,90.0,82,0.0,0.34,0.05,0.13,160.0073608,1.25,29.84375,492.5,8737,no,10.03021824,11,6.073913043,4.200844832,6.1,7.15468882,0.061802573,7.2,1.68177978,4.073936919,0.027859617,1.108070966,219.9611377,232,210,316.6600957,344,261,0.1,7.818181818,4.035454545,90.0,82.0,0.0,0.34,0.05,0.13,1920000,19.2
144,12,10M,1920000,mar.19,5,27,3,5,3,1.16,0.19,0.07,94.9,1.54,39.79,170.963,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.167,2.7,2.8,2.8,2.8,112.0,114.0,0.81,0.65,52.92,66.64,50,39.0,62.0,60.76,7.2,7.2,1.579718936,1.919674452,97.964,97.964,91.67,90,0.0,0.23,0.05,0.1,160.0,1.145833333,17.91666667,470.0,8717,no,10.00223901,11,4.783333333,4.443843336,5.3,7.359087067,0.058637869,7.4,1.841420118,4.141313046,0.024990873,1.112685263,220.4350521,232,188,308.0645252,333,181,0.04,8.217391304,4.057391304,91.67,90.0,0.0,0.23,0.05,0.1,1920000,19.2
145,4,40M,583000,mar.19,1,35,3,5,3,1.73,0.05,0.05,94.5,2.52,52.78,179.602,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.167,5.2,5.3,5.3,5.4,438.0,451.0,0.91,0.78,94.08,123.48,91,70.0,111.0,108.78,10.1,10.2,1.082790649,1.257927092,96.449,96.367,84.83,77,0.14,0.07,0.05,0.07,99.9852381,9.090909091,198.4562607,2800.857633,15996,no,49.89828897,50,9.515873016,3.861391475,5.5,9.637383635,0.246462848,9.7,0.291229789,9.262302793,0.084644519,2.381641352,57.61881431,150,50,418.6452719,478,196,2.98,10.56440678,9.180338983,84.83,77.0,0.14,0.07,0.05,0.07,583000,5.83
146,4,40M,583000,mar.19,1,35,3,5,3,1.73,0.05,0.05,94.5,2.52,52.78,179.602,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.167,5.2,5.3,5.3,5.4,436.0,455.0,0.9,0.97,109.76,128.38,91,76.0,105.0,118.58,10.1,10.1,1.082790649,1.384830627,97.738,97.692,88.83,86,0.16,0.05,0.05,0.05,100.0,2.915951973,59.34819897,1627.61578,9345,no,49.93838863,23,8.48,4.231449275,5.4,9.658357488,0.097007958,9.7,0.2,9.085270531,0.106906496,2.424415459,56.73623188,85,50,395.6086957,435,340,1.89,10.09722222,8.3775,88.83,86.0,0.16,0.05,0.05,0.05,583000,5.83
147,4,40M,583000,mar.19,1,35,3,5,3,1.73,0.05,0.05,94.5,2.52,52.78,179.602,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.167,5.2,5.3,5.3,5.4,439.0,462.0,0.94,1.22,109.76,135.24,90,69.0,111.0,119.56,10.1,10.2,1.070891851,1.382586533,97.387,97.341,85.83,80,0.15,0.05,0.05,0.05,100.002958,3.945111492,89.7084048,2247.169811,12817,no,49.96901811,21,7.130769231,4.25801564,5.4,9.727761486,0.202796039,9.7,0.2,9.430097752,0.112703563,2.441045943,56.39784946,66,51,400.8167155,536,341,2.11,9.448,8.9892,85.83,80.0,0.15,0.05,0.05,0.05,583000,5.83
148,4,40M,583000,mar.19,1,36,3,5,3,1.83,0.05,0.05,94.4,1.68,34.05,156.921,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.167,5.2,5.3,5.3,5.4,436.0,461.0,1.05,1.27,94.08,145.04,90,68.0,115.0,118.58,10.1,10.2,1.070891851,1.371253857,97.588,97.77,90.0,83,0.15,0.06,0.05,0.06,99.9967696,3.087478559,61.23499142,2098.799314,11271,no,50.0,16,5.402173913,4.650121418,5.7,9.295628946,0.223781291,9.3,0.199708596,9.334604177,0.10228239,2.472311802,56.89606605,59,53,391.3190869,442,335,0.47,9.802173913,9.233043478,90.0,83.0,0.15,0.06,0.05,0.06,583000,5.83
149,11,5MG,480000,apr.19,5,27,3,5,4,1.16,0.19,0.07,94.9,1.54,39.79,170.963,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.589,2.6,2.7,2.7,2.7,55.0,57.3,0.95,0.97,43.12,52.92,32,24.0,39.0,48.02,5.1,5.1,1.480186318,2.221204594,95.489,96.212,92.83,86,0.04,0.26,0.05,0.1,99.91714286,3.333333333,79.79166667,965.625,4567,no,59.94946492,13,6.966666667,3.860746538,7.8,4.156170981,0.052234685,4.2,0.128597231,3.527965081,0.070138941,1.151210114,54.97591812,60,46,136.1264299,173,79,0.16,5.584210526,3.534736842,92.83,86.0,0.04,0.26,0.05,0.1,480000,4.8
150,10,20M,960000,apr.19,5,27,3,5,4,1.16,0.19,0.07,94.9,1.54,39.79,170.963,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.589,3.8,3.9,3.9,3.9,221.0,229.0,0.73,0.84,62.72,80.36,55,42.0,66.0,71.54,9.1,9.1,0.987090649,1.283935728,98.578,98.485,86.5,82,0.0,0.28,0.06,0.1,119.8812545,7.604166667,71.14583333,751.0416667,6762,no,50.0,14,4.15,2.961930391,4.4,9.455096913,0.230254425,9.5,0.070926059,4.648704235,0.055712852,1.29,70.07286432,75,0,184.2954056,229,0,0.19,11.01,4.65,86.5,82.0,0.0,0.28,0.06,0.1,960000,9.6
151,10,20M,960000,apr.19,5,28,3,5,4,1.09,0.2,0.08,95.0,1.16,20.25,137.208,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.589,3.7,3.9,3.8,3.9,218.0,227.0,0.88,0.91,58.8,78.4,54,41.0,72.0,70.56,9.1,9.2,0.969143546,1.25258292,98.389,98.295,85.67,80,0.0,0.2,0.05,0.09,119.8456506,6.666666667,81.14583333,1232.708333,11492,no,49.9883351,16,9.571052632,3.038445002,5.4,9.759011107,0.15585453,9.8,0.093013257,4.655299176,0.06960906,1.256055177,71.17377284,79,32,198.9727696,250,129,0.09,9.464864865,4.561621622,85.67,80.0,0.0,0.2,0.05,0.09,960000,9.6
152,10,20M,960000,apr.19,5,28,3,5,4,1.09,0.2,0.08,95.0,1.16,20.25,137.208,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.589,3.8,3.9,3.8,3.9,220.0,227.0,0.71,0.88,72.52,88.2,56,46.0,65.0,78.4,9.1,9.1,1.005037752,1.407052852,98.389,98.343,88.33,81,0.0,0.21,0.05,0.09,119.9643414,2.291666667,35.3125,1061.875,10102,no,50.0,9,3.8875,3.061031519,4.8,9.257772206,0.151844438,9.3,0.0,4.637073782,0.064066745,1.300820201,75.53939828,81,38,173.5909742,242,103,0.82,9.61875,4.4284375,88.33,81.0,0.0,0.21,0.05,0.09,960000,9.6
153,24,40M,1100000,apr.19,5,28,3,5,4,1.09,0.2,0.08,95.0,1.16,20.25,137.208,0.05,17,50,82,4.718,0.45,0.34,31.909,111.443,236.754,4.8,3.589,5.2,5.4,5.4,5.5,440.0,462.0,1.15,1.18,96.04,117.6,85,64.0,110.0,104.86,10.0,10.2,1.002594952,1.190549179,98.161,98.161,88.83,80,0.12,0.3,0.07,0.12,79.96199352,7.545454545,55.18181818,1419.818182,12330,no,45.01701094,31,13.81269841,4.799774359,7.7,8.957497436,0.206835125,9.0,3.499671795,8.834135385,0.488611045,2.498418462,43.41989744,61,39,294.6670769,345,152,1.63,8.249180328,9.486885246,88.83,80.0,0.12,0.3,0.07,0.12,1100000,11.0
154,22,10M,1920000,apr.19,5,130,5,5,4,1.2,0.21,0.08,94.8,1.51,37.55,177.532,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,3.2,3.4,3.3,3.4,112.0,116.0,1.05,1.03,58.8,86.24,53,40.0,73.0,69.58,6.0,6.1,1.654802048,2.136859756,98.057,97.964,93.17,85,0.0,0.28,0.05,0.15,119.9014379,21.09375,58.33333333,1165.260417,12325,no,79.96407086,21,7.505,6.129054509,11.6,5.127919892,0.690681244,4.8,0.021272299,5.153554359,0.092735397,1.719925951,72.22955234,93,0,158.8522383,222,0,1.08,6.648717949,4.907179487,93.17,85.0,0.0,0.28,0.05,0.15,1920000,19.2
155,22,10M,1920000,apr.19,5,132,5,5,4,1.2,0.21,0.08,94.8,1.51,37.55,177.532,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,3.2,3.3,3.3,3.4,112.0,116.0,1.04,0.87,65.66,81.34,56,40.0,71.0,74.48,6.0,6.0,1.801454031,2.325465218,98.343,98.343,93.17,86,0.0,0.29,0.05,0.16,119.9503111,2.395833333,25.98958333,680.9895833,6826,no,79.98880398,9,7.695652174,6.214846538,7.6,5.050829913,0.075086099,5.0,0.0,5.128443691,0.07867797,1.743408888,72.67249688,92,48,148.7904694,196,102,0.25,5.890909091,5.092272727,93.17,86.0,0.0,0.29,0.05,0.16,1920000,19.2
156,22,10M,1920000,apr.19,5,132,5,5,4,1.2,0.21,0.08,94.8,1.51,37.55,177.532,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,3.1,3.3,3.2,3.4,111.0,117.0,1.1,1.23,58.8,80.36,57,31.0,76.0,72.52,6.0,6.0,1.833622853,2.264268765,98.912,98.958,89.5,82,0.0,0.27,0.05,0.14,119.8819066,5.052083333,42.55208333,608.6979167,32,no,52.21369185,2,5.233333333,5.468477876,8.2,5.365988321,0.77984829,4.8,0.027570342,5.298481685,0.125270661,1.706004247,71.0378694,91,39,168.0817554,271,110,0.14,6.466666667,5.25,89.5,82.0,0.0,0.27,0.05,0.14,1920000,19.2
157,22,10M,1920000,apr.19,5,132,5,5,4,1.2,0.21,0.08,94.8,1.51,37.55,177.532,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,3.2,3.3,3.3,3.4,110.0,115.0,1.07,1.17,64.68,82.32,59,32.0,76.0,74.48,6.0,6.1,1.897960497,2.287342837,99.147,99.053,92.5,85,0.0,0.26,0.05,0.12,119.9355905,2.916666667,57.55208333,379.21875,6196,no,34.9968181,8,7.363636364,5.634232476,7.1,4.559602414,0.080854558,4.6,0.0,5.419755059,0.081363821,1.8,73.59353923,94,42,155.7474263,176,101,0.61,4.809090909,5.351818182,92.5,85.0,0.0,0.26,0.05,0.12,1920000,19.2
158,23,20M,960000,apr.19,5,156,5,5,4,1.58,0.19,0.07,94.5,1.33,23.32,150.697,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,3.8,4.0,4.0,4.0,222.0,227.0,0.91,0.8,58.8,80.36,56,22.0,70.0,69.58,8.1,8.1,1.100888574,1.367854054,98.811,98.343,86.0,77,0.0,0.34,0.06,0.09,119.9279774,5.833333333,57.8125,698.0208333,6368,no,79.97816132,12,19.27727273,3.552325169,7.7,7.056194533,0.085393486,7.1,0.141569045,6.170692226,0.039590187,1.892818601,3.671636493,10,2,213.8800142,329,119,0.46,6.1,6.073333333,86.0,77.0,0.0,0.34,0.06,0.09,960000,9.6
159,23,20M,960000,apr.19,5,156,5,5,4,1.2,0.21,0.08,94.8,1.51,37.55,177.532,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,4.0,4.0,4.1,4.1,223.0,227.0,1.06,0.64,62.72,74.48,55,43.0,68.0,70.56,8.1,8.1,1.08122985,1.353287418,99.336,99.195,88.67,85,0.0,0.33,0.06,0.1,119.9683656,1.354166667,25.10416667,628.3333333,5975,no,79.97786367,7,5.79047619,4.170513274,8.6,6.461946903,0.069852364,6.5,0.0,6.312870796,0.05305076,1.987720354,3.463716814,10,2,200.5235398,231,109,0.32,6.935,6.1575,88.67,85.0,0.0,0.33,0.06,0.1,960000,9.6
160,23,20M,960000,apr.19,5,163,5,5,4,0.51,0.18,0.05,95.5,1.22,18.39,126.948,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,4.0,4.1,4.1,4.2,219.0,230.0,0.85,1.24,58.8,72.52,51,38.0,69.0,64.68,8.1,8.1,0.978141416,1.210977432,99.1,99.006,86.83,80,0.0,0.28,0.05,0.1,119.9981013,2.291666667,51.45833333,339.8958333,3131,no,79.95643008,8,4.585714286,3.474894068,7.4,6.254060734,0.061286403,6.3,0.272634181,6.187800141,0.036975915,1.966144068,3.18079096,11,2,219.7658898,294,168,0.16,6.208333333,6.113333333,86.83,80.0,0.0,0.28,0.05,0.1,960000,9.6
161,23,20M,960000,apr.19,5,163,5,5,4,0.51,0.18,0.05,95.5,1.22,18.39,126.948,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,4.0,4.1,4.1,4.2,221.0,230.0,1.12,1.09,58.8,74.48,54,35.0,77.0,66.64,8.1,8.1,1.035679147,1.247673718,98.723,98.816,88.17,85,0.0,0.28,0.05,0.1,119.941693,2.083333333,50.72916667,1046.354167,2812,no,60.41327247,6,4.366666667,4.632404795,11.5,5.771040564,0.435805871,5.5,0.000846561,6.340567901,0.114119602,2.05557672,3.544268078,11,2,195.2352734,244,142,0.39,6.566666667,5.981666667,88.17,85.0,0.0,0.28,0.05,0.1,960000,9.6
162,2,10M,1920000,apr.19,1,36,5,5,4,1.83,0.05,0.05,94.4,1.68,34.05,156.921,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,3.3,3.4,3.4,3.4,110.0,116.0,1.22,1.43,52.92,74.48,50,32.0,69.0,65.66,6.0,6.1,1.561134008,2.016473291,98.243,97.964,87.0,83,0.08,0.05,0.08,0.05,119.9524709,5.104166667,41.92708333,1005.052083,13002,no,35.01375904,23,8.153488372,6.00838962,8.6,3.555217778,0.083816077,3.6,0.0,5.323719111,0.095871384,1.925809778,76.40568889,97,44,169.7201778,211,109,0.5,4.963414634,5.269268293,87.0,83.0,0.08,0.05,0.08,0.05,1920000,19.2
163,2,10M,1920000,apr.19,1,37,5,5,4,1.01,0.05,0.05,95.2,1.11,8.31,105.949,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,3.3,3.5,3.4,3.4,110.0,114.0,1.11,0.81,60.76,76.44,53,40.0,72.0,67.62,6.0,6.1,1.60752199,2.076666523,97.868,97.822,94.17,92,0.08,0.05,0.08,0.05,119.8091183,11.51041667,35.83333333,1437.291667,12680,no,34.98407925,11,7.31,5.862675931,7.7,3.353895525,0.104582403,3.3,0.0,5.534999109,0.097885112,1.959210198,80.73934748,103,41,165.8051346,228,101,0.68,3.328205128,5.246923077,94.17,92.0,0.08,0.05,0.08,0.05,1920000,19.2
164,3,20M,960000,apr.19,1,38,5,5,4,1.74,0.05,0.05,94.5,1.73,32.15,144.872,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,3.9,4.1,4.0,4.1,217.0,235.0,1.6,1.8,50.96,78.4,49,33.0,68.0,64.68,8.1,8.1,0.939782929,1.240513467,99.004,98.864,89.83,85,0.07,0.05,0.07,0.05,119.8846451,4.791666667,108.75,730.7291667,5975,no,6.616827763,11,7.196518987,6.592837157,10.1,5.954371681,0.103014943,6.0,0.010123894,6.633511504,0.061170609,2.049582301,4.980176991,10,2,197.8955752,229,110,1.91,7.69047619,6.352857143,89.83,85.0,0.07,0.05,0.07,0.05,960000,9.6
165,3,20M,960000,apr.19,1,38,5,5,4,1.74,0.05,0.05,94.5,1.73,32.15,144.872,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,4.0,4.0,4.1,4.1,216.0,231.0,1.67,1.61,56.84,76.44,51,33.0,70.0,69.58,8.1,8.1,1.002594952,1.33449176,98.246,98.106,88.83,88,0.08,0.05,0.08,0.05,119.9326072,2.916666667,39.0625,1273.854167,11373,no,6.724855635,16,4.696440129,6.59010989,9.3,5.951067616,0.105932596,5.9,0.000177936,6.715558719,0.058023616,2.054626335,4.802135231,11,2,197.6352313,225,77,2.06,6.077777778,6.378611111,88.83,88.0,0.08,0.05,0.08,0.05,960000,9.6
166,3,20M,960000,apr.19,1,38,5,5,4,1.74,0.05,0.05,94.5,1.73,32.15,144.872,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,3.9,4.0,4.1,4.2,222.0,233.0,1.67,1.26,54.88,87.22,51,33.0,70.0,71.54,8.1,8.1,1.002594952,1.339414432,99.288,99.1,88.83,85,0.07,0.05,0.07,0.05,119.9888264,1.25,26.14583333,740.0,6258,no,6.777274782,11,5.376425856,6.562773465,10.4,5.955469027,0.105510367,6.0,7.08e-05,6.789957522,0.068663369,2.066948673,4.932743363,11,2,195.9047788,224,166,0.2,6.142857143,6.516190476,88.83,85.0,0.07,0.05,0.07,0.05,960000,9.6
167,3,20M,960000,apr.19,1,37,5,5,4,1.01,0.05,0.05,95.2,1.11,8.31,105.949,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,4.0,4.2,4.2,4.3,220.0,231.0,1.42,1.49,52.92,86.24,47,32.0,63.0,69.58,8.1,8.1,0.879961956,1.272422375,97.681,97.727,91.0,85,0.06,0.05,0.06,0.05,119.9324698,2.604166667,36.66666667,1506.666667,12454,no,6.85726183,14,5.930943396,7.054492255,9.9,4.756711047,0.095662479,4.8,0.0,6.865973372,0.05332785,2.213206189,5.142857143,11,2,190.8434689,224,149,0.62,6.166666667,6.681538462,91.0,85.0,0.06,0.05,0.06,0.05,960000,9.6
168,3,20M,960000,apr.19,1,39,5,5,4,2.07,0.05,0.05,94.2,2.75,55.62,191.724,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,3.9,4.0,4.1,4.2,221.0,230.0,1.3,1.16,56.84,82.32,48,35.0,64.0,70.56,8.1,8.1,0.943618778,1.321066289,98.672,98.485,88.33,82,0.07,0.05,0.07,0.05,119.9695606,1.666666667,41.875,1477.916667,14097,no,6.627939637,11,4.294865526,5.43192389,9.5,5.955730096,0.077576073,6.0,0.0,6.618229204,0.045418753,2.055772938,4.004284184,10,2,189.3420207,218,170,0.35,5.159090909,6.722045455,88.33,82.0,0.07,0.05,0.07,0.05,960000,9.6
169,3,20M,960000,apr.19,1,40,5,5,4,1.83,0.05,0.05,94.4,1.78,31.94,140.164,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,3.9,3.9,4.1,4.1,219.0,228.0,1.33,1.21,66.64,86.24,48,42.0,62.0,71.54,8.1,8.1,0.967814131,1.372083077,99.526,99.384,88.5,87,0.06,0.05,0.06,0.05,119.969382,1.458333333,31.45833333,346.1458333,3217,no,6.465168254,5,4.244855967,5.617887857,8.2,5.95567701,0.095763156,6.0,0.0,6.460003526,0.05203682,2.038519041,4.430535966,11,2,203.5165726,238,154,0.12,5.791666667,6.5225,88.5,87.0,0.06,0.05,0.06,0.05,960000,9.6
170,3,20M,960000,apr.19,1,40,5,5,4,1.83,0.05,0.05,94.4,1.78,31.94,140.164,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.8,3.589,3.9,4.0,4.0,4.1,220.0,231.0,1.36,1.37,64.68,82.32,51,25.0,67.0,76.44,8.1,8.2,1.002594952,1.448182573,98.579,98.532,85.67,82,0.08,0.05,0.08,0.05,119.9324552,2.916666667,65.9375,761.7708333,6862,no,6.515594828,15,4.98627451,5.676023945,8.2,6.155244507,0.086438413,6.2,0.0,6.50350815,0.06008463,2.01388377,4.310063785,11,2,210.4270021,275,106,0.61,6.228,6.3084,85.67,82.0,0.08,0.05,0.08,0.05,960000,9.6
171,3,20M,960000,apr.19,1,40,5,5,5,1.83,0.05,0.05,94.4,1.78,31.94,140.164,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.4,1.886,3.9,4.0,4.1,4.1,222.0,235.0,1.09,1.49,67.62,100.94,57,43.0,71.0,84.28,8.1,8.1,1.120547299,1.616426638,99.384,99.384,83.83,82,0.07,0.05,0.07,0.05,119.9856638,1.25,32.70833333,383.75,3610,no,6.576598856,10,3.116736402,5.48001376,7.2,6.760411493,0.096500004,6.8,0.0,6.584994679,0.038618234,1.992170983,4.166371054,12,2,220.6857042,269,197,0.38,7.684615385,6.45,83.83,82.0,0.07,0.05,0.07,0.05,960000,9.6
172,2,10M,1920000,apr.19,1,41,5,5,5,2.06,0.05,0.05,94.2,2.04,44.19,158.334,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.4,1.886,3.3,3.4,3.3,3.4,111.0,115.0,1.13,0.93,52.92,70.56,51,35.0,71.0,62.72,6.0,6.1,1.592356688,1.926183442,98.578,98.485,92.33,88,0.06,0.05,0.06,0.05,119.9300513,1.927083333,34.42708333,584.21875,9803,no,35.0,13,7.09,5.754647237,7.9,3.954913808,0.094453009,3.9,0.0,5.406511463,0.086654472,1.886092056,75.66980629,107,45,171.3022925,200,102,0.56,3.85,5.282666667,92.33,88.0,0.06,0.05,0.06,0.05,1920000,19.2
173,2,10M,1920000,apr.19,1,41,5,5,5,2.06,0.05,0.05,94.2,2.04,44.19,158.334,0.05,17,50,82,4.664,0.45,0.33,31.724,115.116,252.232,4.4,1.886,3.2,3.4,3.3,3.4,109.0,116.0,1.18,1.44,49.0,80.36,49,32.0,65.0,64.68,6.0,6.1,1.529911328,1.986376675,99.621,99.479,88.0,85,0.06,0.05,0.06,0.05,119.9841567,0.885416667,15.46875,228.6458333,2659,no,35.0,4,8.090909091,5.775410995,7.6,4.055753933,0.109126668,4.0,0.0,5.340208591,0.084547587,1.868672441,74.24270815,95,48,176.5649638,218,105,0.24,4.163636364,5.33,88.0,85.0,0.06,0.05,0.06,0.05,1920000,19.2
