batch,code,strength,size,start,api_code,api_batch,smcc_batch,lactose_batch,starch_batch,api_water,api_total_impurities,api_l_impurity,api_content,api_ps01,api_ps05,api_ps09,lactose_water,lactose_sieve0045,lactose_sieve015,lactose_sieve025,smcc_water,smcc_td,smcc_bd,smcc_ps01,smcc_ps05,smcc_ps09,starch_ph,starch_water,tbl_min_thickness,tbl_max_thickness,fct_min_thickness,fct_max_thickness,tbl_min_weight,tbl_max_weight,tbl_rsd_weight,fct_rsd_weight,tbl_min_hardness,tbl_max_hardness,tbl_av_hardness,fct_min_hardness,fct_max_hardness,fct_av_hardness,tbl_max_diameter,fct_max_diameter,tbl_tensile,fct_tensile,tbl_yield,batch_yield,dissolution_av,dissolution_min,resodual_solvent,impurities_total,impurity_o,impurity_l,tbl_speed_mean,tbl_speed_change,tbl_speed_0_duration,total_waste,startup_waste,weekend,fom_mean,fom_change,SREL_startup_mean,SREL_production_mean,SREL_production_max,main_CompForce mean,main_CompForce_sd,main_CompForce_median,pre_CompForce_mean,tbl_fill_mean,tbl_fill_sd,cyl_height_mean,stiffness_mean,stiffness_max,stiffness_min,ejection_mean,ejection_max,ejection_min,Startup_tbl_fill_maxDifference,Startup_main_CompForce_mean,Startup_tbl_fill_mean,Drug release average (%),Drug release min (%),Residual solvent,Total impurities,Impurity O,Impurity L,Batch Size (tablets),Normalisation factor
436,21,5MG,240000,okt.19,3,125,7,8,9,1.57,0.38,                                          ,94.2,3.46,42.72,153.24,0.06,17,50,83,4.44,0.45,0.32,31.061,117.721,261.334,4.6,3.94,3.2,3.3,3.3,3.4,111.0,113.0,0.72,0.58,50.96,60.76,39,33.0,45.0,55.86,6.1,6.1,1.234017105,1.715507128,97.727,97.727,97.17,94,0.02,0.05,0.05,0.05,99.99606481,5.833333333,68.75,1442.5,3411,no,49.96184971,9,6.676470588,3.714858491,5.8,4.257311321,0.051364726,4.3,0.0,5.396332547,0.074481238,2.003183962,46.31839623,57,34,5.696933962,9,1,0.04,4.46875,5.316875,97.17,94.0,0.02,0.05,0.05,0.05,240000,2.4
437,21,5MG,240000,okt.19,3,138,7,8,9,1.57,0.33,                                          ,94.2,3.46,42.72,153.24,0.06,17,50,83,4.44,0.45,0.32,31.061,117.721,261.334,4.6,3.94,3.3,3.3,3.3,3.4,111.0,114.0,0.57,0.74,57.82,64.68,38,32.0,44.0,61.74,6.1,6.1,1.202375641,1.896086826,97.736,98.106,89.67,88,0.04,0.05,0.05,0.05,99.9202781,3.333333333,95.83333333,1277.083333,3060,no,49.96296296,8,6.693333333,3.727679623,5.9,4.053003534,0.050174706,4.1,0.0,5.39254417,0.069923346,2.028716137,49.57714959,65,34,0.694935218,7,0,0.06,4.271428571,5.343571429,89.67,88.0,0.04,0.05,0.05,0.05,240000,2.4
438,21,5MG,240000,okt.19,3,138,7,8,9,1.57,0.33,                                          ,94.2,3.46,42.72,153.24,0.06,17,50,83,4.44,0.45,0.32,31.061,117.721,261.334,4.6,3.94,3.3,3.4,3.3,3.4,111.0,114.0,0.7,0.72,46.06,51.94,36,28.0,44.0,49.98,6.1,6.1,1.105589986,1.53492743,98.113,98.485,99.0,97,0.02,0.05,0.05,0.05,99.95429234,2.5,107.5,352.9166667,830,no,50.0,4,3.214285714,3.619064327,5.8,3.956608187,0.051671859,4.0,0.0,5.400561404,0.064691038,2.0,46.22105263,58,30,8.595321637,13,0,0.24,4.042857143,5.422857143,99.0,97.0,0.02,0.05,0.05,0.05,240000,2.4
439,21,5MG,240000,okt.19,3,138,7,8,9,1.57,0.33,                                          ,94.2,3.46,42.72,153.24,0.06,17,50,83,4.44,0.45,0.32,31.061,117.721,261.334,4.6,3.94,3.2,3.3,3.3,3.4,110.0,113.0,0.61,0.62,46.06,63.7,40,35.0,50.0,54.88,6.1,6.1,1.26565857,1.685410512,98.113,98.485,93.0,86,0.02,0.05,0.05,0.05,100.0,2.916666667,117.5,659.1666667,1555,no,50.0,4,7.2,3.662165308,6.8,4.355995343,0.055644392,4.4,0.0,5.332037253,0.067543777,1.948963912,45.00814901,57,32,7.974388824,11,4,0.08,4.344444444,5.361111111,93.0,86.0,0.02,0.05,0.05,0.05,240000,2.4
440,21,5MG,240000,okt.19,3,139,7,8,9,1.57,0.39,                                          ,94.2,3.46,42.72,153.24,0.06,17,50,83,4.44,0.45,0.32,31.061,117.721,261.334,4.6,3.94,3.2,3.3,3.3,3.3,111.0,113.0,0.54,0.7,55.86,64.68,44,37.0,55.0,60.76,6.1,6.1,1.392224427,1.922535367,97.358,97.727,91.5,84,0.02,0.05,0.05,0.05,100.0,2.083333333,152.5,573.3333333,1358,no,50.08158508,4,6.788888889,3.691755006,5.8,4.758657244,0.053628584,4.8,0.0,5.366277974,0.047531499,1.92,42.97879859,56,28,7.424028269,12,3,0.63,5.0375,5.44875,91.5,84.0,0.02,0.05,0.05,0.05,240000,2.4
441,21,5MG,240000,okt.19,3,139,7,8,9,1.57,0.39,                                          ,94.2,3.46,42.72,153.24,0.06,17,50,83,4.44,0.45,0.32,31.061,117.721,261.334,4.6,3.94,3.2,3.3,3.3,3.3,111.0,113.0,0.62,0.7,53.9,68.6,44,36.0,57.0,59.78,6.1,6.1,1.392224427,1.891526732,99.242,99.242,93.33,91,0.02,0.05,0.05,0.05,100.0,2.916666667,121.25,1088.333333,2605,no,49.92571429,8,7.653333333,3.704534884,6.2,4.763604651,0.052090474,4.8,0.0,5.344883721,0.07538252,1.941081395,43.18255814,58,28,0.0,0,0,0.08,5.038461538,5.346923077,93.33,91.0,0.02,0.05,0.05,0.05,240000,2.4
442,21,5MG,240000,okt.19,3,140,8,8,9,1.57,0.39,                                          ,94.2,3.46,42.72,153.24,0.06,17,50,83,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.2,3.3,3.3,3.4,110.0,113.0,0.49,0.6,52.92,66.64,45,35.0,58.0,60.76,6.1,6.1,1.423865891,1.865990209,98.113,98.485,90.5,85,0.02,0.05,0.05,0.05,99.9198146,4.166666667,198.3333333,782.0833333,1841,no,49.96296296,5,9.5,3.57236534,6.3,4.76147541,0.052627793,4.8,0.0,5.356744731,0.073021784,1.94,42.40515222,57,29,0.016393443,5,0,0.09,4.466666667,5.371111111,90.5,85.0,0.02,0.05,0.05,0.05,240000,2.4
433,21,5MG,240000,okt.19,3,156,7,8,9,1.57,0.3,                                          ,94.2,3.46,42.72,153.24,0.06,17,50,83,4.44,0.45,0.32,31.061,117.721,261.334,4.6,3.94,3.2,3.3,3.3,3.3,110.0,113.0,0.61,0.75,52.92,64.68,42,36.0,49.0,59.78,6.1,6.1,1.328941498,1.891526732,96.604,96.97,93.17,89,0.02,0.05,0.05,0.05,99.98896714,7.916666667,142.5,1477.083333,3474,no,49.96131301,15,5.74375,3.49307049,6.1,4.859737157,0.052373591,4.9,0.0,5.431290323,0.064755765,1.92,67.84587814,85,10,9.021505376,12,0,0.28,5.573333333,5.509333333,93.17,89.0,0.02,0.05,0.05,0.05,240000,2.4
431,11,5MG,480000,okt.19,5,80,8,8,9,1.1,0.2,0.08,94.9,1.67,34.78,153.9,0.06,17,50,83,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,2.6,2.6,2.6,2.7,54.9,56.6,1.13,0.77,41.16,49.98,37,31.0,47.0,45.08,5.1,5.1,1.777291024,2.085212476,95.817,95.455,93.0,90,0.03,0.24,0.05,0.11,79.9616,13.75,160.8333333,2032.5,7924,no,59.95956747,19,10.80952381,4.378848921,83.0,4.281342926,0.07133307,4.3,0.023021583,3.386834532,0.066447806,0.530220624,47.78417266,57,44,155.964988,217,119,0.55,3.3325,3.64425,93.0,90.0,0.03,0.24,0.05,0.11,480000,4.8
432,11,5MG,480000,okt.19,5,80,8,8,9,1.1,0.2,0.08,94.9,1.67,34.78,153.9,0.06,17,50,83,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,2.5,2.6,2.6,2.6,54.9,57.2,1.04,1.09,47.04,56.84,40,34.0,50.0,50.96,5.1,5.1,1.921395702,2.447858124,98.113,98.485,96.5,94,0.04,0.3,0.05,0.11,99.96002317,1.25,54.58333333,373.9583333,1754,no,60.0,5,7.59,4.357983683,8.2,4.457634033,0.05262771,4.5,5.83e-05,3.388065268,0.076592811,0.547162005,54.05769231,56,52,162.97669,211,149,0.15,4.35,3.422,96.5,94.0,0.04,0.3,0.05,0.11,480000,4.8
443,1,5MG,240000,okt.19,1,64,8,9,9,1.43,0.06,0.05,94.7,2.07,32.76,119.83,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.2,3.3,3.3,3.4,109.0,114.0,1.21,1.07,54.88,68.6,54,41.0,64.0,63.7,6.1,6.1,1.708639069,1.956280058,92.776,92.424,94.5,90,0.03,0.05,0.05,0.05,99.89950617,9.166666667,205.4166667,2112.5,4525,no,49.84501845,18,6.042857143,4.070075758,5.8,5.051515152,0.061153904,5.1,0.49760101,5.298308081,0.049997887,1.881641414,110.3989899,145,53,207.3207071,264,117,1.18,5.911111111,4.764444444,94.5,90.0,0.03,0.05,0.05,0.05,240000,2.4
444,1,5MG,240000,okt.19,1,64,8,9,9,1.43,0.06,0.05,94.7,2.07,32.76,119.83,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.3,3.3,3.4,3.4,110.0,115.0,0.86,0.94,56.84,70.56,55,46.0,67.0,63.7,6.1,6.1,1.740280533,1.956280058,98.473,97.727,98.83,93,0.03,0.05,0.05,0.05,99.91320755,5.416666667,117.9166667,905.8333333,1997,no,49.96113074,10,4.809090909,4.010143198,6.4,4.955727924,0.057293664,5.0,0.505369928,5.312732697,0.033601824,1.9,111.2673031,150,89,202.8102625,258,181,0.12,4.87,5.321,98.83,93.0,0.03,0.05,0.05,0.05,240000,2.4
445,1,5MG,240000,okt.19,1,64,8,9,9,1.43,0.06,0.05,94.7,2.07,32.76,119.83,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.3,3.4,3.3,3.4,111.0,114.0,0.89,0.62,58.8,70.56,54,44.0,62.0,62.72,6.1,6.1,1.658384979,1.926183442,97.736,98.106,96.83,92,0.03,0.05,0.05,0.05,99.99035294,2.5,103.75,567.9166667,1075,no,49.96122209,7,5.76,3.998216409,6.0,4.861831153,0.05525676,4.9,0.413793103,5.294482759,0.030284367,1.9,107.725327,129,91,190.1486326,205,172,0.08,4.722222222,5.342222222,96.83,92.0,0.03,0.05,0.05,0.05,240000,2.4
446,1,5MG,240000,okt.19,1,64,8,9,9,1.43,0.06,0.05,94.7,2.07,32.76,119.83,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.3,3.4,3.3,3.4,111.0,115.0,4.07,0.96,56.84,74.48,53,43.0,62.0,63.7,6.1,6.1,1.627674146,1.956280058,98.113,98.485,100.0,98,0.03,0.05,0.05,0.05,99.86776471,4.583333333,170.4166667,742.5,1466,no,49.96122209,5,6.12,3.96646849,6.3,4.762901308,0.054799644,4.8,0.395719382,5.318049941,0.036266243,1.921997622,108.6956005,126,54,185.7859691,204,86,0.12,4.844444444,5.344444444,100.0,98.0,0.03,0.05,0.05,0.05,240000,2.4
447,1,5MG,240000,okt.19,1,64,8,9,9,1.43,0.06,0.05,94.7,2.07,32.76,119.83,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.3,3.4,3.3,3.4,111.0,114.0,0.89,0.72,60.76,72.52,54,46.0,64.0,65.66,6.1,6.1,1.658384979,2.016473291,96.981,97.348,97.83,96,0.03,0.05,0.05,0.05,99.87876631,6.25,96.66666667,982.5,1891,no,49.96090047,8,7.191666667,3.977524038,6.0,4.857091346,0.058027765,4.9,0.329927885,5.334495192,0.033410044,1.902668269,109.6586538,130,93,185.4411058,202,170,0.16,4.818181818,5.364545455,97.83,96.0,0.03,0.05,0.05,0.05,240000,2.4
448,1,5MG,240000,okt.19,1,64,8,9,9,1.43,0.06,0.05,94.7,2.07,32.76,119.83,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.3,3.3,3.3,3.4,111.0,113.0,0.84,0.72,56.84,72.52,55,43.0,66.0,63.7,6.1,6.1,1.740280533,1.956280058,97.727,97.727,100.83,98,0.03,0.05,0.05,0.05,99.93285884,4.166666667,70.41666667,789.1666667,1894,no,49.88534279,6,9.322222222,3.950776583,5.9,4.856766467,0.054632733,4.9,0.31508982,5.332886228,0.031240235,1.900694611,107.5377246,128,88,183.2682635,203,168,0.12,4.9,5.38,100.83,98.0,0.03,0.05,0.05,0.05,240000,2.4
449,1,5MG,240000,okt.19,1,64,8,9,9,1.43,0.06,0.05,94.7,2.07,32.76,119.83,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.3,3.3,3.3,3.4,109.0,114.0,1.03,0.9,60.76,80.36,58,48.0,67.0,68.6,6.1,6.1,1.835204926,2.10676314,97.736,98.106,100.33,96,0.03,0.05,0.05,0.05,100.0,2.916666667,76.25,587.9166667,1133,no,49.92226148,5,8.02,3.936948749,6.4,4.949702026,0.06000622,4.9,0.29261025,5.293933254,0.036938643,1.880584029,108.3075089,132,93,185.7079857,202,168,0.14,4.95,5.36,100.33,96.0,0.03,0.05,0.05,0.05,240000,2.4
450,1,5MG,240000,okt.19,1,64,8,9,9,1.43,0.06,0.05,94.7,2.07,32.76,119.83,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.3,3.4,3.3,3.4,111.0,114.0,0.7,0.55,58.8,68.6,56,46.0,70.0,64.68,6.1,6.1,1.719806645,1.986376675,96.617,97.348,102.67,100,0.04,0.05,0.05,0.05,99.89192037,9.166666667,227.5,2802.5,6248,no,50.0,11,3.907692308,3.887681159,6.3,4.656400966,0.055376854,4.7,0.295410628,5.308538647,0.03655563,1.93,110.5096618,137,92,184.3345411,218,167,0.12,4.684615385,5.349615385,102.67,100.0,0.04,0.05,0.05,0.05,240000,2.4
451,1,5MG,240000,okt.19,1,64,8,9,9,1.43,0.06,0.05,94.7,2.07,32.76,119.83,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.3,3.3,3.3,3.4,111.0,114.0,0.86,0.65,59.78,75.46,55,48.0,66.0,67.62,6.1,6.1,1.740280533,2.076666523,97.727,97.727,100.83,99,0.06,0.05,0.05,0.05,99.96335697,4.583333333,121.6666667,848.3333333,1380,no,50.0,7,4.757142857,3.847556615,6.6,4.659237187,0.052456503,4.7,0.302860548,5.315828367,0.045320383,1.93,111.7532777,132,50,183.5363528,201,116,0.12,4.714285714,5.332857143,100.83,99.0,0.06,0.05,0.05,0.05,240000,2.4
452,1,5MG,240000,okt.19,1,64,8,9,9,1.43,0.06,0.05,94.7,2.07,32.76,119.83,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.3,3.4,3.3,3.4,110.0,113.0,0.74,0.71,60.76,68.6,52,41.0,60.0,62.72,6.1,6.1,1.596963313,1.926183442,98.106,98.106,92.17,86,0.05,0.05,0.05,0.05,99.79495897,7.5,151.6666667,785.4166667,1515,no,50.0,5,3.06,3.844958482,5.8,4.562158956,0.055170549,4.6,0.307236062,5.275361803,0.029796711,1.93,111.9003559,136,55,180.7034401,201,88,0.22,4.69,5.296,92.17,86.0,0.05,0.05,0.05,0.05,240000,2.4
453,1,5MG,240000,okt.19,1,64,8,9,9,1.43,0.06,0.05,94.7,2.07,32.76,119.83,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.3,3.4,3.4,3.4,110.0,113.0,0.89,0.81,54.88,66.64,51,38.0,59.0,59.78,6.1,6.0,1.56625248,1.86649182,96.617,97.348,93.5,86,0.05,0.05,0.05,0.05,99.98804734,4.166666667,109.1666667,594.1666667,1161,no,49.96217494,6,4.7125,3.905131265,5.5,4.44797136,0.055428722,4.4,0.31026253,5.263377088,0.032368525,1.947374702,110.4809069,133,64,174.826969,196,95,0.12,4.442857143,5.278571429,93.5,86.0,0.05,0.05,0.05,0.05,240000,2.4
454,16,5MG,4800000,okt.19,4,19,8,9,9,0,0.08,0,94.5,4.68,47.82,137.589,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,2.5,2.6,2.6,2.6,,,0.87,0.76,17.0,41.0,30,39.2,60.76,53.9,5.1,5.2,1.441046776,2.539290695,97.917,98.636,90.83,88,0.07,0.1,0.05,0.05,99.99239988,9.375,487.5,4188.958333,12955,yes,59.99299024,20,18.18039216,3.880665573,14.0,8.188953386,0.099246256,8.2,3.417566696,3.638956904,0.053705838,0.814450894,14.93356787,39,8,478.0846673,588,52,0.24,5.944,3.8026,90.83,88.0,0.07,0.1,0.05,0.05,480000,4.8
456,14,5MG,4800000,okt.19,3,99,8,9,9,1.35,                                          ,                                                ,94.4,3.48,48.27,172.44,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,2.5,2.6,2.6,2.6,54.4,56.7,0.78,1.14,50.96,60.76,35,29.0,46.0,54.88,5.1,5.1,1.681221239,2.636154903,98.938,98.826,94.5,88,0.04,0.05,0.05,0.05,99.98622737,5.625,63.75,1697.916667,7562,no,60.00896339,14,5.236666667,3.756935456,6.9,8.559297918,0.062772591,8.6,1.930742317,3.715682547,0.030349354,0.8,14.81439151,36,9,450.1958132,519,78,0.33,6.93,3.695333333,94.5,88.0,0.04,0.05,0.05,0.05,480000,4.8
457,12,10M,1920000,okt.19,5,80,8,9,9,1.1,0.2,0.08,94.9,1.67,34.78,153.9,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,2.8,2.9,2.8,2.9,109.0,115.0,1.47,1.28,53.9,67.62,50,38.0,65.0,62.72,7.0,7.1,1.568824323,1.940215861,97.538,97.538,95.5,92,0.0,0.24,0.05,0.1,116.8522684,4.947916667,44.58333333,1789.0625,22974,no,69.30976199,29,9.756756757,5.659119497,7.7,7.90113557,0.404189708,8.0,3.099772886,3.877250175,0.142759625,0.958591894,62.97938505,72,38,123.0174703,163,78,0.7,5.839726027,3.91739726,95.5,92.0,0.0,0.24,0.05,0.1,1920000,19.2
458,12,10M,1920000,okt.19,5,80,8,9,9,1.1,0.2,0.08,94.9,1.67,34.78,153.9,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,2.6,2.7,2.8,2.9,112.0,116.0,1.75,1.35,58.8,74.48,52,36.0,66.0,65.66,7.0,7.0,1.752434873,2.060180101,99.244,99.479,90.5,84,0.0,0.29,0.06,0.1,119.890763,4.6875,18.33333333,467.6041667,3828,no,89.97174642,11,7.15625,6.829821144,8.5,7.858916239,0.142487247,7.9,3.873171596,3.763458474,0.081280441,0.974770675,70.8052063,75,40,121.7892686,149,83,0.25,8.533333333,3.658,90.5,84.0,0.0,0.29,0.06,0.1,1920000,19.2
459,12,10M,1920000,okt.19,5,81,8,9,9,1.51,0.18,0.07,94.6,1.48,24.9,135,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,2.7,2.8,2.8,2.9,110.0,116.0,1.59,1.36,60.76,82.32,53,31.0,67.0,71.54,7.1,7.0,1.698086609,2.244673841,98.39,98.39,91.0,89,0.0,0.27,0.06,0.09,119.926207,6.25,60.05208333,1047.083333,10479,no,89.98506685,16,4.86446281,5.076551969,6.6,9.074667376,1.074369317,9.6,6.74463367,3.801779315,0.080953611,0.886860032,65.3425581,71,40,137.8470818,205,86,0.55,7.616528926,3.950247934,91.0,89.0,0.0,0.27,0.06,0.09,1920000,19.2
460,12,10M,1920000,okt.19,5,81,8,9,9,1.51,0.18,0.07,94.6,1.48,24.9,135,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,2.7,2.8,2.9,2.9,111.0,117.0,1.51,1.44,55.86,71.54,48,34.0,61.0,62.72,7.0,7.1,1.559859613,1.940215861,98.439,98.532,90.83,87,0.0,0.27,0.05,0.09,119.9245971,4.0625,25.20833333,1022.8125,15571,no,50.07084662,18,5.325531915,5.98492588,7.7,6.955625,0.171032612,6.9,5.077642857,3.900701786,0.075828863,1.0414,68.2975,85,36,126.0989286,155,79,0.29,7.623404255,3.804893617,90.83,87.0,0.0,0.27,0.05,0.09,1920000,19.2
461,12,10M,1920000,okt.19,5,81,8,9,9,1.51,0.18,0.07,94.6,1.48,24.9,135,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,2.6,2.8,2.9,2.9,112.0,119.0,1.51,1.57,58.8,72.52,55,38.0,69.0,67.62,7.0,7.1,1.787339139,2.091795226,98.768,98.722,91.83,89,0.0,0.22,0.05,0.09,119.9784119,1.875,22.23958333,772.7604167,11169,no,49.98866052,11,7.858333333,5.904083452,7.3,7.56196505,0.198898853,7.5,5.17457204,3.912631954,0.078258365,1.009561341,70.19026391,81,44,133.3514622,173,87,0.62,7.291176471,3.855294118,91.83,89.0,0.0,0.22,0.05,0.09,1920000,19.2
462,23,20M,960000,okt.19,5,77,8,9,9,0.77,0.17,0.05,95.3,1.35,30.19,153.069,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,4.0,4.0,4.0,4.1,223.0,229.0,0.83,0.75,70.56,86.24,54,40.0,68.0,79.38,8.1,8.1,1.061571125,1.522448346,98.343,98.343,86.17,80,0.0,0.25,0.05,0.08,119.9575978,4.895833333,61.875,1145.3125,10717,no,79.93946731,25,7.115789474,2.902173151,4.1,6.953137049,0.096037232,7.0,0.048720645,6.110063091,0.084806083,1.824942166,66.00175254,73,45,232.9901858,297,136,0.88,6.1,6.188888889,86.17,80.0,0.0,0.25,0.05,0.08,960000,9.6
463,23,20M,960000,okt.19,5,81,8,9,9,1.51,0.18,0.07,94.6,1.48,24.9,135,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,4.0,4.0,4.1,4.1,222.0,230.0,0.79,0.87,76.44,96.04,56,43.0,70.0,83.3,8.1,8.0,1.100888574,1.617601367,98.341,98.248,90.67,86,0.0,0.25,0.05,0.08,119.9285367,3.854166667,33.4375,990.2083333,9340,no,79.93817298,15,4.121875,3.01369863,4.3,6.759135629,0.094296905,6.8,0.0,6.169799719,0.074702423,1.889321855,65.93745608,77,63,204.40513,238,98,0.76,7.141935484,6.032258065,90.67,86.0,0.0,0.25,0.05,0.08,960000,9.6
464,23,20M,960000,okt.19,5,82,8,9,9,0.59,0.16,0.05,95.5,1.36,27.48,156.908,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,4.0,4.1,4.1,4.1,224.0,233.0,0.93,0.99,82.32,101.92,54,43.0,65.0,91.14,8.1,8.1,1.035679147,1.747996249,99.051,98.864,89.5,81,0.0,0.2,0.05,0.07,119.929627,2.5,41.66666667,1109.583333,10523,no,79.98675497,17,5.681578947,3.352666902,5.1,5.954044507,0.112835586,6.0,0.0,6.266026139,0.097502368,1.989713882,66.35605793,74,63,194.1487107,243,175,0.32,7.239473684,6.158157895,89.5,81.0,0.0,0.2,0.05,0.07,960000,9.6
465,23,20M,960000,okt.19,5,82,8,9,9,0.59,0.16,0.05,95.5,1.36,27.48,156.908,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,4.0,4.1,4.1,4.2,224.0,232.0,0.97,0.88,72.52,101.92,51,36.0,65.0,84.28,8.1,8.1,0.978141416,1.57794029,98.72,98.58,89.17,81,0.0,0.19,0.05,0.07,119.9640223,3.333333333,42.91666667,1007.5,9522,no,79.98121086,17,4.95625,3.393947924,5.0,5.756579873,0.124253429,5.8,0.0,6.249623505,0.090173865,1.999232935,67.44757213,80,63,185.9926108,232,166,0.3,6.196875,6.156875,89.17,81.0,0.0,0.19,0.05,0.07,960000,9.6
466,23,20M,960000,okt.19,5,82,8,9,9,0.59,0.16,0.05,95.5,1.36,27.48,156.908,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,4.1,4.1,4.2,4.2,222.0,230.0,1.02,1.12,66.64,94.08,49,39.0,59.0,77.42,8.1,8.1,0.939782929,1.44950329,98.72,98.627,87.83,83,0.0,0.18,0.05,0.06,119.973419,1.666666667,40.20833333,882.7083333,8437,no,79.94166667,13,5.334482759,3.248614521,4.7,5.255664679,0.101074951,5.3,0.0,6.191473167,0.089714582,2.049298492,70.49070502,78,49,182.6373202,235,113,0.32,5.9,6.07,87.83,83.0,0.0,0.18,0.05,0.06,960000,9.6
467,23,20M,960000,okt.19,5,82,8,9,9,0.59,0.16,0.05,95.5,1.36,27.48,156.908,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,4.0,4.1,4.2,4.2,225.0,231.0,0.92,0.89,70.56,87.22,49,36.0,58.0,78.4,8.1,8.1,0.939782929,1.467851432,99.289,99.242,87.83,85,0.0,0.19,0.05,0.07,119.9850804,1.041666667,30.625,215.7291667,2043,no,79.94064246,9,10.1,3.24977217,4.9,5.254258675,0.104928943,5.3,0.0,6.244623204,0.093376584,2.076740273,71.4893095,76,48,187.3869611,233,166,0.36,5.033333333,5.986666667,87.83,85.0,0.0,0.19,0.05,0.07,960000,9.6
468,23,20M,960000,okt.19,5,82,8,9,9,0.59,0.16,0.05,95.5,1.36,27.48,156.908,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,4.0,4.1,4.1,4.1,224.0,232.0,1.06,0.88,78.4,101.92,56,35.0,68.0,86.24,8.1,8.1,1.074037634,1.654017956,97.918,97.964,89.5,86,0.0,0.2,0.05,0.08,119.9374434,2.395833333,45.0,1766.25,16871,no,79.92658316,22,4.86,3.083327421,4.8,6.460979071,0.13527526,6.5,0.04696701,6.248925151,0.083301813,1.895824761,71.26108549,75,48,196.8077332,257,114,0.5,5.253846154,6.077884615,89.5,86.0,0.0,0.2,0.05,0.08,960000,9.6
469,10,20M,960000,okt.19,5,83,8,9,9,1.69,0.2,0.09,94.4,1.48,31.17,153.658,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.7,3.9,3.9,3.9,220.0,228.0,1.01,1.08,62.72,84.28,52,43.0,65.0,74.48,9.1,9.1,0.933249341,1.33670021,97.822,97.822,85.83,83,0.0,0.27,0.05,0.1,119.8833799,3.854166667,40.10416667,1030.625,9880,no,79.78192603,21,8.354285714,3.22324267,6.8,8.759448958,0.084746015,8.8,0.039561992,4.635838926,0.042290358,0.785658778,77.72942423,135,65,164.7082303,192,151,0.59,7.772727273,4.888787879,85.83,83.0,0.0,0.27,0.05,0.1,960000,9.6
470,10,20M,960000,okt.19,5,83,8,9,9,1.69,0.2,0.09,94.4,1.48,31.17,153.658,0.05,19,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.8,3.9,3.9,4.0,223.0,230.0,0.99,0.87,59.78,80.36,50,38.0,64.0,71.54,9.1,9.1,0.897355135,1.251837335,97.864,97.633,89.17,85,0.0,0.22,0.05,0.1,119.8779175,10.10416667,110.0,1457.8125,6105,no,79.98009081,13,3.52173913,3.494894366,7.6,7.861267606,0.329301371,7.8,0.066478873,4.673376761,0.035498348,0.874690141,74.86302817,139,0,158.1,264,0,0.26,8.65,4.676818182,89.17,85.0,0.0,0.22,0.05,0.1,960000,9.6
